# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 253K of event 'cycles'
# Event count (approx.): 123309724822
#
# Overhead  Command     Shared Object      Symbol                                        
# ........  ..........  .................  ..............................................
#
     0.00%  python3.10  [kernel.kallsyms]  [k] should_failslab
     0.00%  python3.10  python3.10         [.] 0x000000000028bdaa
     0.00%  :2299258    [kernel.kallsyms]  [k] native_apic_msr_eoi_write
     0.00%  :2299258    python3.10         [.] 0x0000000000179c38
     0.00%  python3.10  [kernel.kallsyms]  [k] set_next_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] __update_load_avg_se
     0.00%  :2299258    [kernel.kallsyms]  [k] filemap_map_pages
     0.00%  :2299258    [kernel.kallsyms]  [k] timerqueue_add
     0.00%  :2299258    [kernel.kallsyms]  [k] switch_fpu_return
     0.00%  python3.10  python3.10         [.] 0x00000000001d4961
     0.00%  :2299258    [kernel.kallsyms]  [k] error_entry
     0.00%  python3.10  [kernel.kallsyms]  [k] ctx_sched_in
     0.00%  :2299258    [kernel.kallsyms]  [k] therm_throt_process
     0.00%  :2299258    [kernel.kallsyms]  [k] hrtimer_update_next_event
     0.00%  python3.10  python3.10         [.] 0x00000000001522f3
     0.00%  :2299258    [kernel.kallsyms]  [k] native_write_msr
     0.00%  :2299258    [kernel.kallsyms]  [k] _find_next_bit
     0.00%  :2299258    python3.10         [.] 0x0000000000179bfe
     0.00%  :2299258    [kernel.kallsyms]  [k] __rseq_handle_notify_resume
     0.00%  python3.10  [kernel.kallsyms]  [k] page_remove_rmap
     0.00%  :2299258    [kernel.kallsyms]  [k] set_next_entity
     0.00%  :2299258    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%  python3.10  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%  :2299258    [kernel.kallsyms]  [k] update_cfs_group
     0.00%  :2299258    [kernel.kallsyms]  [k] intel_thermal_interrupt
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_unlock
     0.00%  python3.10  [kernel.kallsyms]  [k] update_cfs_group
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1100
     0.00%  python3.10  python3.10         [.] _PyObject_GenericSetAttrWithDict
     0.00%  python3.10  python3.10         [.] _PyObject_LookupSpecial
     0.00%  python3.10  python3.10         [.] 0x00000000000cfa57
     0.00%  python3.10  python3.10         [.] 0x0000000000122877
     0.00%  python3.10  python3.10         [.] 0x000000000015e116
     0.00%  python3.10  python3.10         [.] 0x0000000000206576
     0.00%  python3.10  python3.10         [.] 0x0000000000293e7e
     0.00%  :2299258    [kernel.kallsyms]  [k] update_process_times
     0.00%  :2299258    [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_event_init
     0.00%  :2299258    python3.10         [.] 0x00000000002948c3
     0.00%  python3.10  python3.10         [.] _PyObject_MakeTpCall
     0.00%  :2299258    [kernel.kallsyms]  [k] enqueue_task
     0.00%  :2299258    [kernel.kallsyms]  [k] sock_put
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_swevent_event
     0.00%  python3.10  [kernel.kallsyms]  [k] vm_normal_page
     0.00%  :2299258    python3.10         [.] 0x000000000013fd1f
     0.00%  :2299258    python3.10         [.] 0x000000000018d547
     0.00%  :2299258    python3.10         [.] 0x0000000000167e2e
     0.00%  :2299258    [kernel.kallsyms]  [k] set_task_cpu
     0.00%  :2299258    libc.so.6          [.] __strcat_ssse3
     0.00%  :2299258    [kernel.kallsyms]  [k] update_rt_rq_load_avg
     0.00%  :2299258    [kernel.kallsyms]  [k] rcu_core
     0.00%  python3.10  [kernel.kallsyms]  [k] arch_perf_update_userpage
     0.00%  python3.10  [kernel.kallsyms]  [k] futex_wait_queue_me
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_event_update_userpage
     0.00%  python3.10  python3.10         [.] PyUnicode_FromFormatV
     0.00%  :2299258    [kernel.kallsyms]  [k] update_blocked_averages
     0.00%  :2299258    [kernel.kallsyms]  [k] schedule
     0.00%  :2299258    [kernel.kallsyms]  [k] hrtimer_forward
     0.00%  python3.10  python3.10         [.] 0x0000000000121630
     0.00%  :2299258    [kernel.kallsyms]  [k] __update_blocked_fair
     0.00%  :2299258    [kernel.kallsyms]  [k] arch_scale_freq_tick
     0.00%  :2299258    python3.10         [.] 0x00000000001b640a
     0.00%  :2299258    [kernel.kallsyms]  [k] __lock_text_start
     0.00%  :2299258    [kernel.kallsyms]  [k] pick_next_task
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_event_update_time
     0.00%  :2299258    python3.10         [.] 0x00000000002774a1
     0.00%  :2299258    [kernel.kallsyms]  [k] task_clock_event_add
     0.00%  :2299258    python3.10         [.] 0x00000000001225ca
     0.00%  python3.10  python3.10         [.] 0x0000000000129ff8
     0.00%  :2299258    python3.10         [.] 0x00000000001630f7
     0.00%  :2299258    [kernel.kallsyms]  [k] native_write_msr_safe
     0.00%  :2299258    [kernel.kallsyms]  [k] select_idle_cpu
     0.00%  :2299258    [kernel.kallsyms]  [k] __irqentry_text_end
     0.00%  :2299258    [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10         [.] _PyUnicode_JoinArray
     0.00%  :2299258    [kernel.kallsyms]  [k] syscall_enter_from_user_mode
     0.00%  python3.10  [kernel.kallsyms]  [k] vmacache_find
     0.00%  :2299258    [kernel.kallsyms]  [k] tcp_rearm_rto
     0.00%  :2299258    python3.10         [.] 0x0000000000294fdd
     0.00%  :2299258    python3.10         [.] 0x000000000016315a
     0.00%  python3.10  libc.so.6          [.] __strncat_ssse3
     0.00%  :2299258    python3.10         [.] _PyUnicode_InsertThousandsGrouping
     0.00%  :2299258    [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.00%  :2299258    python3.10         [.] _PyLong_New
     0.00%  :2299258    [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.00%  :2299258    [kernel.kallsyms]  [k] ip_protocol_deliver_rcu
     0.00%  :2299258    python3.10         [.] 0x00000000001d93f9
     0.00%  :2299258    [kernel.kallsyms]  [k] clockevents_program_event
     0.00%  :2299258    python3.10         [.] 0x000000000016a2a4
     0.00%  :2299258    [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.00%  :2299258    python3.10         [.] 0x000000000015b562
     0.00%  :2299258    python3.10         [.] _PyDict_GetItemIdWithError
     0.00%  :2299258    [kernel.kallsyms]  [k] rcu_all_qs
     0.00%  :2299258    [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.00%  :2299258    libc.so.6          [.] 0x00000000001a0a8b
     0.00%  :2299258    [kernel.kallsyms]  [k] ttwu_queue_wakelist
     0.00%  :2299258    [kernel.kallsyms]  [k] irq_work_tick
     0.00%  python3.10  [kernel.kallsyms]  [k] pmd_val
     0.00%  :2299258    [kernel.kallsyms]  [k] __cgroup_account_cputime
     0.00%  :2299258    [kernel.kallsyms]  [k] nohz_balance_exit_idle
     0.00%  :2299258    [kernel.kallsyms]  [k] check_preempt_wakeup
     0.00%  :2299258    python3.10         [.] 0x00000000001630ee
     0.00%  :2299258    python3.10         [.] 0x00000000001d4961
     0.00%  python3.10  [kernel.kallsyms]  [k] __lock_text_start
     0.00%  :2299258    [kernel.kallsyms]  [k] calc_global_load_tick
     0.00%  :2299258    [kernel.kallsyms]  [k] __tcp_select_window
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_pmu_nop_txn
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_event_context_sched_out
     0.00%  :2299258    [kernel.kallsyms]  [k] rcu_sched_clock_irq
     0.00%  :2299258    [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.00%  python3.10  [kernel.kallsyms]  [k] __put_user_nocheck_8
     0.00%  :2299258    [kernel.kallsyms]  [k] reweight_entity
     0.00%  :2299258    [kernel.kallsyms]  [k] mem_cgroup_handle_over_high
     0.00%  python3.10  python3.10         [.] 0x00000000001215c0
     0.00%  :2299258    [kernel.kallsyms]  [k] restore_fpregs_from_fpstate
     0.00%  :2299258    libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.00%  :2299258    [kernel.kallsyms]  [k] timekeeping_advance
     0.00%  python3.10  python3.10         [.] 0x00000000001215a6
     0.00%  :2299258    [kernel.kallsyms]  [k] tick_do_update_jiffies64
     0.00%  :2299258    python3.10         [.] 0x0000000000179c58
     0.00%  :2299258    python3.10         [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.00%  :2299258    [kernel.kallsyms]  [k] wake_up_process
     0.00%  python3.10  libc.so.6          [.] ____wcstof_l_internal
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_trace
     0.00%  :2299258    [kernel.kallsyms]  [k] __entry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] __cond_resched
     0.00%  python3.10  python3.10         [.] 0x00000000001215a2
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_event.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_get_event_constraints
     0.00%  python3.10  python3.10         [.] _PyObject_GenericGetAttrWithDict
     0.00%  python3.10  python3.10         [.] 0x000000000018d155
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%  python3.10  [kernel.kallsyms]  [k] update_curr
     0.00%  python3.10  [kernel.kallsyms]  [k] __bitmap_and
     0.00%  :2299258    libc.so.6          [.] round_and_return
     0.00%  :2299258    [kernel.kallsyms]  [k] tcp_rcv_established
     0.00%  :2299258    [kernel.kallsyms]  [k] native_read_pmc
     0.00%  python3.10  [kernel.kallsyms]  [k] __tlb_remove_page_size
     0.00%  :2299258    [kernel.kallsyms]  [k] tick_sched_timer
     0.00%  :2299258    [kernel.kallsyms]  [k] sync_regs
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node_trace
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0970
     0.00%  python3.10  python3.10         [.] 0x0000000000152260
     0.00%  python3.10  python3.10         [.] 0x00000000001732d2
     0.00%  python3.10  python3.10         [.] 0x000000000028e0a9
     0.00%  python3.10  [kernel.kallsyms]  [k] list_add_event
     0.00%  :2299258    python3.10         [.] 0x0000000000152260
     0.00%  :2299258    [kernel.kallsyms]  [k] __remove_hrtimer
     0.00%  python3.10  [kernel.kallsyms]  [k] update_load_avg
     0.00%  :2299258    [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%  :2299258    [kernel.kallsyms]  [k] pick_next_entity
     0.00%  :2299258    [kernel.kallsyms]  [k] perf_event_groups_first
     0.00%  :2299258    python3.10         [.] 0x00000000002773cd
     0.00%  :2299258    python3.10         [.] 0x0000000000206a23
     0.00%  python3.10  libc.so.6          [.] __strncat_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_event_map
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_int
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_log_itrace_start
     0.00%  python3.10  python3.10         [.] 0x0000000000206691
     0.00%  python3.10  python3.10         [.] 0x000000000018d060
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_update_userpage
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a0986
     0.00%  python3.10  python3.10         [.] 0x0000000000137bdf
     0.00%  python3.10  [kernel.kallsyms]  [k] inherit_task_group.isra.0
     0.00%  :2299258    [kernel.kallsyms]  [k] __perf_event_read
     0.00%  python3.10  python3.10         [.] 0x0000000000137a60
     0.00%  :2299258    [kernel.kallsyms]  [k] clear_buddies
     0.00%  :2299258    [kernel.kallsyms]  [k] psi_task_switch
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_groups_first
     0.00%  :2299258    libc.so.6          [.] re_compile_internal
     0.00%  python3.10  python3.10         [.] 0x000000000012290f
     0.00%  python3.10  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%  :2299258    [kernel.kallsyms]  [k] rb_insert_color
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_lock
     0.00%  python3.10  python3.10         [.] 0x000000000012292b
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%  :2299258    python3.10         [.] 0x000000000015b54f
     0.00%  python3.10  python3.10         [.] 0x0000000000189014
     0.00%  python3.10  python3.10         [.] 0x00000000001228eb
     0.00%  python3.10  python3.10         [.] 0x000000000017b144
     0.00%  :2299258    [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%  python3.10  python3.10         [.] 0x0000000000127f54
     0.00%  python3.10  [kernel.kallsyms]  [k] pick_next_entity
     0.00%  python3.10  [kernel.kallsyms]  [k] policy_nodemask
     0.00%  python3.10  [kernel.kallsyms]  [k] __schedule
     0.00%  python3.10  python3.10         [.] 0x0000000000179d83
     0.00%  python3.10  [kernel.kallsyms]  [k] timerqueue_add
     0.00%  python3.10  python3.10         [.] 0x00000000001522e3
     0.00%  python3.10  python3.10         [.] 0x00000000001228da
     0.00%  python3.10  python3.10         [.] 0x000000000012d216
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  python3.10         [.] 0x000000000018bfd4
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_hw_config
     0.00%  python3.10  python3.10         [.] 0x00000000001598e3
     0.00%  python3.10  python3.10         [.] 0x0000000000138921
     0.00%  python3.10  python3.10         [.] 0x0000000000172c69
     0.00%  python3.10  libc.so.6          [.] __stpncpy_sse2_unaligned
     0.00%  python3.10  [kernel.kallsyms]  [k] release_pages
     0.00%  python3.10  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%  python3.10  python3.10         [.] 0x0000000000243814
     0.00%  python3.10  [kernel.kallsyms]  [k] uncharge_page
     0.00%  python3.10  [kernel.kallsyms]  [k] free_unref_page_list
     0.00%  python3.10  python3.10         [.] 0x0000000000141a10
     0.00%  python3.10  python3.10         [.] 0x000000000018c028
     0.00%  python3.10  python3.10         [.] 0x000000000018d146
     0.00%  python3.10  python3.10         [.] 0x000000000018c089
     0.00%  python3.10  python3.10         [.] 0x0000000000164403
     0.00%  python3.10  python3.10         [.] 0x0000000000137b77
     0.00%  python3.10  python3.10         [.] 0x0000000000179592
     0.00%  python3.10  [kernel.kallsyms]  [k] dequeue_entity
     0.00%  python3.10  python3.10         [.] 0x000000000018bfea
     0.00%  python3.10  [kernel.kallsyms]  [k] calc_timer_values
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_try_init_event
     0.00%  python3.10  [kernel.kallsyms]  [k] rb_erase
     0.00%  python3.10  libc.so.6          [.] __memmove_sse2_unaligned_erms
     0.00%  python3.10  libc.so.6          [.] round_and_return
     0.00%  python3.10  python3.10         [.] 0x000000000027db06
     0.00%  python3.10  python3.10         [.] 0x000000000013fd1f
     0.00%  python3.10  python3.10         [.] 0x00000000001599a1
     0.00%  python3.10  python3.10         [.] 0x0000000000151da0
     0.00%  python3.10  python3.10         [.] 0x0000000000172ac4
     0.00%  python3.10  [kernel.kallsyms]  [k] iterate_groups
     0.00%  python3.10  python3.10         [.] 0x0000000000173e14
     0.00%  python3.10  python3.10         [.] 0x0000000000138500
     0.00%  python3.10  python3.10         [.] PyObject_RichCompare
     0.00%  python3.10  python3.10         [.] 0x00000000001641ef
     0.00%  python3.10  [kernel.kallsyms]  [k] memcg_slab_post_alloc_hook
     0.00%  python3.10  python3.10         [.] 0x00000000001435a2
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event_task_sched_in
     0.00%  python3.10  python3.10         [.] 0x00000000001215df
     0.00%  python3.10  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.00%  python3.10  python3.10         [.] 0x000000000015effa
     0.00%  python3.10  libc.so.6          [.] parse_qtd_backslash
     0.00%  python3.10  python3.10         [.] 0x000000000020beea
     0.00%  python3.10  python3.10         [.] 0x0000000000243810
     0.00%  python3.10  libc.so.6          [.] 0x000000000019d308
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_init
     0.00%  python3.10  python3.10         [.] 0x00000000001523b8
     0.00%  python3.10  [kernel.kallsyms]  [k] ___slab_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] __hrtimer_next_event_base
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%  python3.10  python3.10         [.] 0x0000000000151d80
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.00%  python3.10  [kernel.kallsyms]  [k] alloc_vmap_area
     0.00%  python3.10  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.00%  python3.10  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.00%  python3.10  python3.10         [.] PyList_Append
     0.00%  python3.10  python3.10         [.] _PyUnicode_FromId
     0.00%  python3.10  python3.10         [.] 0x0000000000138730
     0.00%  python3.10  python3.10         [.] 0x000000000015ef9a
     0.00%  python3.10  python3.10         [.] 0x0000000000172ae3
     0.00%  python3.10  python3.10         [.] 0x000000000017c3ef
     0.00%  python3.10  python3.10         [.] 0x0000000000188ff9
     0.00%  python3.10  python3.10         [.] 0x0000000000206c5f
     0.00%  python3.10  python3.10         [.] 0x000000000020bf50
     0.00%  python3.10  [kernel.kallsyms]  [k] find_vma
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_flags_change
     0.00%  python3.10  [kernel.kallsyms]  [k] update_sg_wakeup_stats
     0.00%  python3.10  python3.10         [.] 0x0000000000164223
     0.00%  python3.10  [kernel.kallsyms]  [k] check_preempt_curr
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a09a2
     0.00%  python3.10  python3.10         [.] PyTraceBack_Here
     0.00%  python3.10  python3.10         [.] 0x000000000012d526
     0.00%  python3.10  python3.10         [.] 0x00000000002cfec8
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_user_generic_unrolled
     0.00%  python3.10  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.00%  python3.10  [kernel.kallsyms]  [k] psi_task_switch
     0.00%  python3.10  libc.so.6          [.] 0x000000000019d9a4
     0.00%  python3.10  python3.10         [.] 0x00000000001643eb
     0.00%  python3.10  [kernel.kallsyms]  [k] put_ctx
     0.00%  python3.10  python3.10         [.] 0x000000000017715e
     0.00%  python3.10  [kernel.kallsyms]  [k] wp_page_copy
     0.00%  python3.10  python3.10         [.] 0x000000000011b33f
     0.00%  python3.10  python3.10         [.] 0x0000000000163024
     0.00%  python3.10  python3.10         [.] 0x0000000000188dc9
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_setup_perfctr
     0.00%  python3.10  python3.10         [.] 0x0000000000188dd3
     0.00%  python3.10  python3.10         [.] 0x0000000000188e95
     0.00%  python3.10  python3.10         [.] 0x000000000012b3b0
     0.00%  python3.10  [kernel.kallsyms]  [k] apparmor_task_alloc
     0.00%  python3.10  [kernel.kallsyms]  [k] copy_process
     0.00%  python3.10  python3.10         [.] 0x000000000017c403
     0.00%  python3.10  python3.10         [.] 0x0000000000188e7e
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_node_page_state
     0.00%  python3.10  [kernel.kallsyms]  [k] available_idle_cpu
     0.00%  python3.10  libc.so.6          [.] __GI___strncasecmp_l_sse2
     0.00%  python3.10  [kernel.kallsyms]  [k] __perf_event__output_id_sample
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1140
     0.00%  python3.10  python3.10         [.] 0x0000000000188dc2
     0.00%  python3.10  python3.10         [.] 0x000000000020bef5
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_pselect6
     0.00%  python3.10  python3.10         [.] PyObject_GC_Del
     0.00%  python3.10  python3.10         [.] PyBool_FromLong
     0.00%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_iterate_ctx
     0.00%  python3.10  python3.10         [.] 0x000000000012d130
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event_update_time
     0.00%  python3.10  python3.10         [.] 0x000000000015e115
     0.00%  python3.10  [kernel.kallsyms]  [k] ___perf_sw_event
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_pmu_nop_void
     0.00%  python3.10  python3.10         [.] _PyTime_FromSecondsObject
     0.00%  python3.10  python3.10         [.] 0x0000000000166007
     0.00%  python3.10  python3.10         [.] 0x0000000000294268
     0.00%  python3.10  python3.10         [.] 0x000000000012d0b4
     0.00%  python3.10  [kernel.kallsyms]  [k] account_kernel_stack.isra.0
     0.00%  python3.10  python3.10         [.] 0x00000000001d48d0
     0.00%  python3.10  python3.10         [.] 0x000000000020bf65
     0.00%  python3.10  python3.10         [.] 0x0000000000294a0e
     0.00%  python3.10  libc.so.6          [.] 0x00000000001a1147
     0.00%  python3.10  python3.10         [.] 0x00000000002773e6
     0.00%  python3.10  python3.10         [.] 0x0000000000164ec5
     0.00%  python3.10  [kernel.kallsyms]  [k] prepare_task_switch
     0.00%  python3.10  python3.10         [.] PyObject_Format
     0.00%  python3.10  python3.10         [.] 0x000000000011e93f
     0.00%  python3.10  python3.10         [.] 0x0000000000156650
     0.00%  python3.10  [kernel.kallsyms]  [k] entry_SYSCALL_64_safe_stack
     0.00%  python3.10  python3.10         [.] 0x00000000002953b2
     0.00%  python3.10  [kernel.kallsyms]  [k] __x64_sys_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] __srcu_read_unlock
     0.00%  python3.10  [kernel.kallsyms]  [k] mutex_lock
     0.00%  python3.10  [kernel.kallsyms]  [k] cgroup_fork
     0.00%  python3.10  [kernel.kallsyms]  [k] do_futex
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_cpuc_prepare
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_event__header_size
     0.00%  python3.10  python3.10         [.] 0x00000000001434c6
     0.00%  python3.10  python3.10         [.] 0x000000000015af50
     0.00%  python3.10  [kernel.kallsyms]  [k] clear_buddies
     0.00%  python3.10  python3.10         [.] 0x0000000000152266
     0.00%  python3.10  python3.10         [.] 0x000000000018d17a
     0.00%  python3.10  [kernel.kallsyms]  [k] page_remove_file_rmap
     0.00%  python3.10  [kernel.kallsyms]  [k] wake_up_new_task
     0.00%  python3.10  python3.10         [.] 0x0000000000203543
     0.00%  python3.10  python3.10         [.] 0x0000000000129ee5
     0.00%  python3.10  [kernel.kallsyms]  [k] __calc_delta
     0.00%  python3.10  python3.10         [.] 0x0000000000137f82
     0.00%  python3.10  [kernel.kallsyms]  [k] __mod_zone_page_state
     0.00%  python3.10  [kernel.kallsyms]  [k] _copy_to_iter
     0.00%  python3.10  python3.10         [.] PyTuple_New
     0.00%  python3.10  [kernel.kallsyms]  [k] idr_get_free
     0.00%  python3.10  [kernel.kallsyms]  [k] put_prev_entity
     0.00%  python3.10  python3.10         [.] 0x0000000000164242
     0.00%  python3.10  python3.10         [.] 0x000000000015e957
     0.00%  python3.10  python3.10         [.] 0x000000000017a8e0
     0.00%  python3.10  [kernel.kallsyms]  [k] update_min_vruntime
     0.00%  python3.10  python3.10         [.] 0x000000000011b4eb
     0.00%  python3.10  [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%  python3.10  [kernel.kallsyms]  [k] native_write_msr
     0.00%  python3.10  [kernel.kallsyms]  [k] intel_pmu_enable_all
     0.00%  python3.10  python3.10         [.] 0x000000000012d137
     0.00%  python3.10  [kernel.kallsyms]  [k] x86_pmu_enable
     0.00%  python3.10  python3.10         [.] 0x00000000001664d0
     0.00%  python3.10  python3.10         [.] 0x000000000012d1ae
     0.00%  python3.10  [kernel.kallsyms]  [k] ktime_get
     0.00%  python3.10  [kernel.kallsyms]  [k] memcpy_erms
     0.00%  :2299258    [kernel.kallsyms]  [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  [kernel.kallsyms]  [k] perf_mux_hrtimer_handler
     0.00%  python3.10  python3.10         [.] 0x000000000012d1e1
     0.00%  python3.10  python3.10         [.] 0x0000000000121596
     0.00%  python3.10  python3.10         [.] 0x000000000012d1d1
     0.00%  python3.10  python3.10         [.] 0x000000000012d218


#
# (Cannot load tips.txt file, please install perf!)
#
