# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 169K of event 'cycles'
# Event count (approx.): 86623323184
#
# Overhead  Command     Shared Object                             Symbol                                       
# ........  ..........  ........................................  .............................................
#
     0.00%  python3.10  python3.10                                [.] 0x0000000000188efb
     0.00%  python3.10  [kernel.kallsyms]                         [k] sched_slice
     0.00%  python3.10  python3.10                                [.] 0x000000000015b562
     0.00%  python3.10  python3.10                                [.] 0x00000000001280ea
     0.00%  python3.10  python3.10                                [.] 0x000000000020bf65
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_sched_in
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_pmu_hw_config.part.0
     0.00%  python3.10  python3.10                                [.] 0x0000000000151d80
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d314
     0.00%  python3.10  [kernel.kallsyms]                         [k] gup_pgd_range
     0.00%  python3.10  libc.so.6                                 [.] 0x00000000001a0984
     0.00%  python3.10  [kernel.kallsyms]                         [k] mod_objcg_state
     0.00%  python3.10  python3.10                                [.] 0x0000000000122834
     0.00%  python3.10  python3.10                                [.] 0x0000000000293d40
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_do_batch
     0.00%  python3.10  [kernel.kallsyms]                         [k] file_free_rcu
     0.00%  python3.10  python3.10                                [.] 0x000000000012162c
     0.00%  python3.10  python3.10                                [.] _PyLong_Format
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_process
     0.00%  python3.10  python3.10                                [.] 0x000000000015b21b
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_output
     0.00%  python3.10  python3.10                                [.] 0x000000000015ef78
     0.00%  python3.10  python3.10                                [.] 0x000000000012e078
     0.00%  python3.10  python3.10                                [.] 0x000000000012e07f
     0.00%  python3.10  [kernel.kallsyms]                         [k] allocate_fake_cpuc
     0.00%  python3.10  python3.10                                [.] 0x00000000001d4902
     0.00%  python3.10  python3.10                                [.] 0x000000000018c00b
     0.00%  python3.10  python3.10                                [.] 0x00000000001522f3
     0.00%  python3.10  [kernel.kallsyms]                         [k] clear_buddies
     0.00%  python3.10  python3.10                                [.] 0x000000000020bef5
     0.00%  python3.10  python3.10                                [.] 0x0000000000138506
     0.00%  python3.10  [kernel.kallsyms]                         [k] irq_work_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_try_init_event
     0.00%  python3.10  python3.10                                [.] 0x000000000018d165
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get
     0.00%  python3.10  python3.10                                [.] 0x000000000015effa
     0.00%  python3.10  python3.10                                [.] 0x00000000001228f6
     0.00%  python3.10  python3.10                                [.] 0x000000000018d656
     0.00%  python3.10  python3.10                                [.] 0x0000000000070990
     0.00%  python3.10  python3.10                                [.] PyUnicode_AsEncodedString
     0.00%  python3.10  python3.10                                [.] 0x0000000000188ef6
     0.00%  python3.10  python3.10                                [.] 0x000000000020674f
     0.00%  python3.10  python3.10                                [.] 0x0000000000189083
     0.00%  python3.10  python3.10                                [.] 0x000000000018d060
     0.00%  python3.10  [kernel.kallsyms]                         [k] __x64_sys_mprotect
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_active_pid_ns
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_do_wakeup
     0.00%  python3.10  [kernel.kallsyms]                         [k] hsw_get_event_constraints
     0.00%  python3.10  [kernel.kallsyms]                         [k] idle_cpu
     0.00%  python3.10  python3.10                                [.] 0x00000000001522e0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d169
     0.00%  python3.10  python3.10                                [.] 0x000000000017c3aa
     0.00%  python3.10  [kernel.kallsyms]                         [k] perf_event_task_tick
     0.00%  python3.10  [kernel.kallsyms]                         [k] intel_cpuc_finish
     0.00%  python3.10  [kernel.kallsyms]                         [k] trigger_load_balance
     0.00%  python3.10  python3.10                                [.] 0x000000000018d5d8
     0.00%  python3.10  [kernel.kallsyms]                         [k] dequeue_task
     0.00%  python3.10  [kernel.kallsyms]                         [k] ttwu_queue_wakelist
     0.00%  python3.10  python3.10                                [.] PyUnicode_Fill
     0.00%  python3.10  python3.10                                [.] 0x000000000015085e
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bfb
     0.00%  python3.10  python3.10                                [.] 0x000000000017958b
     0.00%  python3.10  python3.10                                [.] 0x000000000012161d
     0.00%  python3.10  [kernel.kallsyms]                         [k] raw_spin_rq_unlock
     0.00%  python3.10  [kernel.kallsyms]                         [k] __srcu_read_lock
     0.00%  python3.10  [kernel.kallsyms]                         [k] __memcg_kmem_charge_page
     0.00%  python3.10  [kernel.kallsyms]                         [k] __intel_pmu_enable_all.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000028a73b
     0.00%  python3.10  python3.10                                [.] 0x00000000001435e1
     0.00%  python3.10  [kernel.kallsyms]                         [k] x2apic_send_IPI
     0.00%  python3.10  python3.10                                [.] PyObject_Malloc
     0.00%  python3.10  [kernel.kallsyms]                         [k] xfd_validate_state
     0.00%  python3.10  libc.so.6                                 [.] pthread_rwlock_timedwrlock@@GLIBC_2.34
     0.00%  python3.10  python3.10                                [.] 0x000000000015b570
     0.00%  python3.10  [kernel.kallsyms]                         [k] ktime_get_update_offsets_now
     0.00%  python3.10  [kernel.kallsyms]                         [k] asm_exc_page_fault
     0.00%  python3.10  python3.10                                [.] 0x000000000012bd50
     0.00%  python3.10  [kernel.kallsyms]                         [k] tick_program_event
     0.00%  python3.10  [kernel.kallsyms]                         [k] mark_wake_futex
     0.00%  python3.10  [kernel.kallsyms]                         [k] task_h_load
     0.00%  python3.10  [kernel.kallsyms]                         [k] hash_futex
     0.00%  python3.10  python3.10                                [.] 0x0000000000151dd3
     0.00%  python3.10  python3.10                                [.] 0x00000000001732ce
     0.00%  python3.10  libc.so.6                                 [.] 0x000000000019d300
     0.00%  python3.10  python3.10                                [.] 0x0000000000167e17
     0.00%  python3.10  [kernel.kallsyms]                         [k] update_sd_lb_stats.constprop.0
     0.00%  python3.10  python3.10                                [.] 0x000000000012d084
     0.00%  python3.10  [kernel.kallsyms]                         [k] copy_thread
     0.00%  python3.10  [kernel.kallsyms]                         [k] rseq_get_rseq_cs.isra.0
     0.00%  python3.10  python3.10                                [.] 0x000000000018d1c6
     0.00%  python3.10  python3.10                                [.] 0x000000000018bfd4
     0.00%  python3.10  python3.10                                [.] 0x000000000011b4ee
     0.00%  python3.10  libc.so.6                                 [.] 0x0000000000199efd
     0.00%  python3.10  [kernel.kallsyms]                         [k] rcu_cblist_dequeue
     0.00%  python3.10  python3.10                                [.] 0x0000000000137bdf
     0.00%  python3.10  python3.10                                [.] _Py_HashBytes
     0.00%  python3.10  python3.10                                [.] 0x00000000001228da
     0.00%  python3.10  python3.10                                [.] 0x0000000000128097
     0.00%  python3.10  [kernel.kallsyms]                         [k] irqentry_exit
